image_path,class_name
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-01-44to2019-03-06_22-01-52_1-0025_jpg.rf.015be8a1bb279185e371d3dbbe265556.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-11-06to2019-03-06_22-11-17_1-0145_jpg.rf.ed89286552f67fa912697713f2f2bf87.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-11-06to2019-03-06_22-11-17_1-0145_jpg.rf.ed89286552f67fa912697713f2f2bf87.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-11-06to2019-03-06_22-11-17_1-0145_jpg.rf.ed89286552f67fa912697713f2f2bf87.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-11-06to2019-03-06_22-11-17_1-0145_jpg.rf.ed89286552f67fa912697713f2f2bf87.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-11-06to2019-03-06_22-11-17_1-0145_jpg.rf.ed89286552f67fa912697713f2f2bf87.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-16-56to2019-03-06_22-17-10_1-0077_jpg.rf.cd04e3854e4641ccd54185aca828a3c3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-16-56to2019-03-06_22-17-10_1-0077_jpg.rf.cd04e3854e4641ccd54185aca828a3c3.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-16-56to2019-03-06_22-17-10_1-0077_jpg.rf.cd04e3854e4641ccd54185aca828a3c3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-16-56to2019-03-06_22-17-10_1-0077_jpg.rf.cd04e3854e4641ccd54185aca828a3c3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0133_jpg.rf.712a6523220740e55425bec8891de921.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-19-45to2019-02-22_22-19-53_1-0116_jpg.rf.552a3b3a9085053e49c4aa677eb13ee0.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-19-45to2019-02-22_22-19-53_1-0116_jpg.rf.552a3b3a9085053e49c4aa677eb13ee0.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-19-45to2019-02-22_22-19-53_1-0116_jpg.rf.552a3b3a9085053e49c4aa677eb13ee0.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-28-21to2019-02-22_23-28-34_1-0130_jpg.rf.a8f0cd124fdd0da5964d45ebe1380869.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-28-21to2019-02-22_23-28-34_1-0130_jpg.rf.a8f0cd124fdd0da5964d45ebe1380869.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-28-21to2019-02-22_23-28-34_1-0130_jpg.rf.a8f0cd124fdd0da5964d45ebe1380869.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-22-16to2019-02-22_22-22-27_1-0036_jpg.rf.9a58f381fb458208968bb04896a99783.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-22-16to2019-02-22_22-22-27_1-0036_jpg.rf.9a58f381fb458208968bb04896a99783.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-22-16to2019-02-22_22-22-27_1-0036_jpg.rf.9a58f381fb458208968bb04896a99783.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-26_00-44-33to2019-02-26_00-44-47_1-0032_jpg.rf.e1403b8b084e1232be2dea608134ab01.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-26_00-44-33to2019-02-26_00-44-47_1-0032_jpg.rf.e1403b8b084e1232be2dea608134ab01.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0125_jpg.rf.820d8d6150da56367753809d2d67e491.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-26_00-44-33to2019-02-26_00-44-47_1-0035_jpg.rf.39860d0a80ace490e30bac5e0ec06705.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-26_00-44-33to2019-02-26_00-44-47_1-0035_jpg.rf.39860d0a80ace490e30bac5e0ec06705.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-01-44to2019-03-06_22-01-52_1-0086_jpg.rf.22e6f6fc34e6e98020acc81c8ce4fc89.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-06_22-01-44to2019-03-06_22-01-52_1-0086_jpg.rf.22e6f6fc34e6e98020acc81c8ce4fc89.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-25_23-17-56to2019-03-25_23-18-04_1-0012_jpg.rf.fb6a6f8179e4a3e347631db71d70dd3b.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-25_23-17-56to2019-03-25_23-18-04_1-0012_jpg.rf.fb6a6f8179e4a3e347631db71d70dd3b.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-25_23-17-56to2019-03-25_23-18-04_1-0012_jpg.rf.fb6a6f8179e4a3e347631db71d70dd3b.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-25_23-17-56to2019-03-25_23-18-04_1-0012_jpg.rf.fb6a6f8179e4a3e347631db71d70dd3b.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-21_07-40-40to2019-03-21_07-40-50_1-0052_jpg.rf.987886cfe783428104c57642747a78e3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-21_07-40-40to2019-03-21_07-40-50_1-0052_jpg.rf.987886cfe783428104c57642747a78e3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-21_07-40-40to2019-03-21_07-40-50_1-0052_jpg.rf.987886cfe783428104c57642747a78e3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-21_07-40-40to2019-03-21_07-40-50_1-0052_jpg.rf.987886cfe783428104c57642747a78e3.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_17-07-53to2019-03-19_17-08-34_1-0134_jpg.rf.9bca4bd76a942394a73c380bf06305d8.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_18-01-56to2019-03-19_18-02-13_1-0189_jpg.rf.4a65c348c3e197ba6a41ee8a4ddd3a0d.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-52-16to2019-02-21_06-52-34_1-0267_jpg.rf.c3648de6e896ad0d895216dc89f7d2c0.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_11-42-56to2019-03-19_11-43-14_1-0240_jpg.rf.3856bcf9e7eafabb72e4c2b02ac9e4eb.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-20_19-23-53to2019-02-20_19-24-12_1-0126_jpg.rf.1b0a2deef6394f257b0d8329b0d3b899.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-27-24to2019-02-22_23-27-39_1-0143_jpg.rf.d17549f809fab74da55d7e358ea1bd01.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-27-24to2019-02-22_23-27-39_1-0143_jpg.rf.d17549f809fab74da55d7e358ea1bd01.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_23-27-24to2019-02-22_23-27-39_1-0143_jpg.rf.d17549f809fab74da55d7e358ea1bd01.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_13-33-15to2019-03-19_13-33-25_1-0072_jpg.rf.fb4a8622fd7f59e55d88031303cb0f97.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-19_13-33-15to2019-03-19_13-33-25_1-0072_jpg.rf.fb4a8622fd7f59e55d88031303cb0f97.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-22_22-11-57to2019-02-22_22-12-10_1-0020_jpg.rf.322dc9808700dc3fe2cabff7632ea658.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-07_08-57-30to2019-03-07_08-57-40_1-0077_jpg.rf.0d1c246ad972fd93bd87326aa6829c9c.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-07_08-57-30to2019-03-07_08-57-40_1-0077_jpg.rf.0d1c246ad972fd93bd87326aa6829c9c.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-07_08-57-30to2019-03-07_08-57-40_1-0077_jpg.rf.0d1c246ad972fd93bd87326aa6829c9c.jpg,fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-07_08-57-30to2019-03-07_08-57-40_1-0077_jpg.rf.0d1c246ad972fd93bd87326aa6829c9c.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-03-07_08-57-30to2019-03-07_08-57-40_1-0077_jpg.rf.0d1c246ad972fd93bd87326aa6829c9c.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-50-54to2019-02-21_06-51-01_1-0074_jpg.rf.39c572d3d8b69f490c96b8be5eeed574.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-50-54to2019-02-21_06-51-01_1-0074_jpg.rf.39c572d3d8b69f490c96b8be5eeed574.jpg,starfish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-56-08to2019-02-21_06-56-28_1-0079_jpg.rf.7b5fa358166a953bbe3ff69ae8c9abb3.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-56-08to2019-02-21_06-56-28_1-0079_jpg.rf.7b5fa358166a953bbe3ff69ae8c9abb3.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-56-08to2019-02-21_06-56-28_1-0079_jpg.rf.7b5fa358166a953bbe3ff69ae8c9abb3.jpg,small_fish
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-56-08to2019-02-21_06-56-28_1-0079_jpg.rf.7b5fa358166a953bbe3ff69ae8c9abb3.jpg,crab
/workspace/Marine/DU-MobileYOLO-main/brackish_dataset/test/images/2019-02-21_06-56-08to2019-02-21_06-56-28_1-0079_jpg.rf.7b5fa358166a953bbe3ff69ae8c9abb3.jpg,starfish
